S&P 500 INDEX,Last: 5021.8398,Change:  -4.7702,,,,,,,,,,,,,
"Date: February 13, 2024 at 6:40 AM EST",Bid: 4953.0801,Ask: 5064.5601,Size: 1*1,Volume: 0,,,,,,,,,,,
Tue Apr 30 2024,SPXW240430C04060000,0,0,983.3,990.6,0,0,4060,SPXW240430P04060000,8.29,0,6.9,7.1,0,86
Tue Apr 30 2024,SPXW240430C04070000,768.87,0,973.5,980.9,0,0,4070,SPXW240430P04070000,9.5,0,7,7.2,0,211
Tue Apr 30 2024,SPXW240430C04075000,0,0,968.7,976,0,0,4075,SPXW240430P04075000,6.98,0,7.1,7.3,0,42
Tue Apr 30 2024,SPXW240430C04080000,0,0,963.7,971.1,0,0,4080,SPXW240430P04080000,6.44,-0.26,7.1,7.3,1,52
Tue Apr 30 2024,SPXW240430C04090000,0,0,954,961.4,0,0,4090,SPXW240430P04090000,6.6,-0.2,7.3,7.5,6,65
Tue Apr 30 2024,SPXW240430C04100000,811.84,0,944.2,951.6,0,13,4100,SPXW240430P04100000,6.8,-0.15,7.4,7.6,9,1018
Tue Apr 30 2024,SPXW240430C04110000,0,0,934.5,941.8,0,0,4110,SPXW240430P04110000,12.25,0,7.5,7.8,0,47
Tue Apr 30 2024,SPXW240430C04120000,715.13,0,924.8,932.1,0,1,4120,SPXW240430P04120000,9.12,0,7.7,7.9,0,80
Tue Apr 30 2024,SPXW240430C04125000,710.43,0,919.9,927.2,0,1,4125,SPXW240430P04125000,7.63,0,7.7,8,0,649
Tue Apr 30 2024,SPXW240430C04130000,0,0,915.1,922.3,0,0,4130,SPXW240430P04130000,10.35,0,7.8,8,0,29
Tue Apr 30 2024,SPXW240430C04140000,0,0,905.3,912.6,0,0,4140,SPXW240430P04140000,7.4,0,8,8.2,0,27
Tue Apr 30 2024,SPXW240430C04150000,657.9,0,895.5,902.9,0,71,4150,SPXW240430P04150000,7.4,0,8.1,8.3,0,751
Tue Apr 30 2024,SPXW240430C04160000,0,0,885.9,893.1,0,0,4160,SPXW240430P04160000,7.5,-0.25,8.3,8.5,1,43
Tue Apr 30 2024,SPXW240430C04170000,0,0,876.1,883.4,0,0,4170,SPXW240430P04170000,7.7,-0.2,8.4,8.7,4,12
Tue Apr 30 2024,SPXW240430C04175000,669.49,0,871.2,878.5,0,0,4175,SPXW240430P04175000,8.32,0,8.5,8.8,0,579
Tue Apr 30 2024,SPXW240430C04180000,0,0,866.4,873.7,0,0,4180,SPXW240430P04180000,10.27,0,8.6,8.8,0,41
Tue Apr 30 2024,SPXW240430C04190000,484.52,0,856.7,864,0,4,4190,SPXW240430P04190000,8,0,8.7,9,0,68
Tue Apr 30 2024,SPXW240430C04200000,630.41,0,847,854.2,0,120,4200,SPXW240430P04200000,8.1,-0.3,8.9,9.2,3,381
Tue Apr 30 2024,SPXW240430C04210000,340.54,0,837.3,844.5,0,2,4210,SPXW240430P04210000,8.34,-0.16,9.1,9.4,2,72
Tue Apr 30 2024,SPXW240430C04220000,335.33,0,827.6,834.8,0,1,4220,SPXW240430P04220000,9.68,0,9.3,9.5,0,92
Tue Apr 30 2024,SPXW240430C04225000,321.8,0,822.8,830,0,3,4225,SPXW240430P04225000,8.45,-0.35,9.4,9.6,60,599
Tue Apr 30 2024,SPXW240430C04230000,317.4,0,817.9,825.1,0,3,4230,SPXW240430P04230000,9.7,0,9.5,9.7,0,295
Tue Apr 30 2024,SPXW240430C04240000,0,0,808.2,815.4,0,0,4240,SPXW240430P04240000,9.61,0,9.7,9.9,0,51
Tue Apr 30 2024,SPXW240430C04250000,579.6,0,798.5,805.7,0,12,4250,SPXW240430P04250000,9.1,0,9.9,10.1,0,971
Tue Apr 30 2024,SPXW240430C04260000,296.4,0,788.9,796,0,3,4260,SPXW240430P04260000,12.17,0,10.1,10.3,0,584
Tue Apr 30 2024,SPXW240430C04270000,286.9,0,779.2,786.4,0,10,4270,SPXW240430P04270000,10.5,0,10.3,10.5,0,55
Tue Apr 30 2024,SPXW240430C04275000,285.1,0,774.4,781.5,0,14,4275,SPXW240430P04275000,9.8,0.1,10.4,10.7,20,83
Tue Apr 30 2024,SPXW240430C04280000,382.24,0,769.6,776.7,0,5,4280,SPXW240430P04280000,9.6,-0.2,10.5,10.8,20,66
Tue Apr 30 2024,SPXW240430C04290000,273.7,0,759.9,767,0,14,4290,SPXW240430P04290000,10.38,0,10.7,11,0,164
Tue Apr 30 2024,SPXW240430C04300000,651.24,0,750.3,757.4,0,46,4300,SPXW240430P04300000,10.7,0.5,11,11.2,32,1583
Tue Apr 30 2024,SPXW240430C04310000,642.01,0,740.7,747.7,0,9,4310,SPXW240430P04310000,10.1,0,11.2,11.5,0,28
Tue Apr 30 2024,SPXW240430C04320000,403.58,0,731,738.1,0,66,4320,SPXW240430P04320000,10.67,0.86,11.4,11.7,0,116
Tue Apr 30 2024,SPXW240430C04325000,258.45,0,726.2,733.2,0,26,4325,SPXW240430P04325000,10.6,0,11.6,11.9,0,98
Tue Apr 30 2024,SPXW240430C04330000,257.2,0,721.4,728.4,0,15,4330,SPXW240430P04330000,16.95,0,11.7,12,0,136
Tue Apr 30 2024,SPXW240430C04340000,330.49,0,711.8,718.8,0,42,4340,SPXW240430P04340000,10.9,-0.15,11.9,12.2,1,207
Tue Apr 30 2024,SPXW240430C04350000,494.71,0,702.2,709.2,0,35,4350,SPXW240430P04350000,12.13,0.83,12.2,12.5,48,995
Tue Apr 30 2024,SPXW240430C04360000,328.4,0,692.6,699.5,0,97,4360,SPXW240430P04360000,17.57,0,12.5,12.8,0,55
Tue Apr 30 2024,SPXW240430C04370000,310.9,0,683,689.9,0,85,4370,SPXW240430P04370000,23.16,0,12.8,13.1,0,297
Tue Apr 30 2024,SPXW240430C04375000,641.77,0,678.2,685.1,0,22,4375,SPXW240430P04375000,11.92,0,12.9,13.2,0,211
Tue Apr 30 2024,SPXW240430C04380000,562.25,0,673.5,680.3,0,12,4380,SPXW240430P04380000,23.18,0,13.1,13.4,0,157
Tue Apr 30 2024,SPXW240430C04390000,469.87,0,663.9,670.7,0,41,4390,SPXW240430P04390000,23.16,0,13.4,13.7,0,186
Tue Apr 30 2024,SPXW240430C04400000,618.04,0,654.3,661.2,0,113,4400,SPXW240430P04400000,13.3,0.65,13.7,13.9,2,3054
Tue Apr 30 2024,SPXW240430C04410000,523.51,0,644.8,651.6,0,91,4410,SPXW240430P04410000,17.36,0,14,14.3,0,369
Tue Apr 30 2024,SPXW240430C04420000,531.01,0,635.3,642,0,19,4420,SPXW240430P04420000,13.9,0.7,14.3,14.6,2,118
Tue Apr 30 2024,SPXW240430C04425000,540.1,0,630.5,637.2,0,222,4425,SPXW240430P04425000,14.13,0,14.5,14.8,0,471
Tue Apr 30 2024,SPXW240430C04430000,0,0,625.7,632.5,0,0,4430,SPXW240430P04430000,14.33,0,14.7,15,0,225
Tue Apr 30 2024,SPXW240430C04440000,512.56,0,616.2,622.9,0,9,4440,SPXW240430P04440000,13.65,-0.2,15,15.3,20,49
Tue Apr 30 2024,SPXW240430C04445000,0,0,611.5,618.2,0,0,4445,SPXW240430P04445000,22.1,0,15.2,15.5,0,35
Tue Apr 30 2024,SPXW240430C04450000,586.58,0,606.7,613.4,0,222,4450,SPXW240430P04450000,13.65,-0.5,15.4,15.7,2,1329
Tue Apr 30 2024,SPXW240430C04455000,0,0,602,608.6,0,0,4455,SPXW240430P04455000,20.1,0,15.6,15.9,0,1
Tue Apr 30 2024,SPXW240430C04460000,412.59,0,597.2,603.9,0,2,4460,SPXW240430P04460000,14.59,0,15.8,16.1,0,72
Tue Apr 30 2024,SPXW240430C04465000,0,0,592.5,599.1,0,0,4465,SPXW240430P04465000,25.31,0,16,16.3,0,7
Tue Apr 30 2024,SPXW240430C04470000,283.7,0,587.8,594.4,0,5,4470,SPXW240430P04470000,14.4,-0.45,16.2,16.5,1,53
Tue Apr 30 2024,SPXW240430C04475000,479.6,0,583,589.6,0,57,4475,SPXW240430P04475000,14.4,0,16.4,16.7,0,212
Tue Apr 30 2024,SPXW240430C04480000,276.2,0,578.3,584.9,0,1,4480,SPXW240430P04480000,16.5,0,16.6,16.9,0,30
Tue Apr 30 2024,SPXW240430C04485000,0,0,573.6,580.1,0,0,4485,SPXW240430P04485000,0,0,16.8,17.1,0,0
Tue Apr 30 2024,SPXW240430C04490000,271.75,0,568.9,575.4,0,1,4490,SPXW240430P04490000,15,-0.6,17,17.3,2,126
Tue Apr 30 2024,SPXW240430C04495000,497.1,0,564.2,570.7,0,1,4495,SPXW240430P04495000,29.32,0,17.2,17.5,0,10
Tue Apr 30 2024,SPXW240430C04500000,456.8,0,559.4,565.9,0,112,4500,SPXW240430P04500000,16.65,0.75,17.4,17.7,47,2392
Tue Apr 30 2024,SPXW240430C04505000,456.75,0,554.7,561.2,0,3,4505,SPXW240430P04505000,26.83,0,17.6,18,0,58
Tue Apr 30 2024,SPXW240430C04510000,468.98,0,550,556.5,0,4,4510,SPXW240430P04510000,17.38,0,17.9,18.2,0,138
Tue Apr 30 2024,SPXW240430C04515000,447.75,0,545.3,551.8,0,3,4515,SPXW240430P04515000,18.76,0,18.1,18.4,0,14
Tue Apr 30 2024,SPXW240430C04520000,279.7,0,540.6,547,0,3,4520,SPXW240430P04520000,17.88,0,18.3,18.7,0,152
Tue Apr 30 2024,SPXW240430C04525000,360.72,0,535.9,542.3,0,120,4525,SPXW240430P04525000,16.69,-0.31,18.6,18.9,125,732
Tue Apr 30 2024,SPXW240430C04530000,230.2,0,531.3,537.6,0,11,4530,SPXW240430P04530000,18.3,0,18.8,19.2,0,232
Tue Apr 30 2024,SPXW240430C04535000,0,0,526.6,532.9,0,0,4535,SPXW240430P04535000,17.52,0,19,19.4,0,49
Tue Apr 30 2024,SPXW240430C04540000,462.78,0,521.9,528.2,0,7,4540,SPXW240430P04540000,17.9,0,19.3,19.7,0,116
Tue Apr 30 2024,SPXW240430C04545000,458.26,0,517.2,523.5,0,1,4545,SPXW240430P04545000,19.35,0,19.6,19.9,0,102
Tue Apr 30 2024,SPXW240430C04550000,450.07,0,512.6,518.8,0,105,4550,SPXW240430P04550000,19.34,1.24,19.8,20.2,274,657
Tue Apr 30 2024,SPXW240430C04555000,0,0,507.9,514.1,0,0,4555,SPXW240430P04555000,37.45,0,20.1,20.4,0,30
Tue Apr 30 2024,SPXW240430C04560000,498.58,0,503.2,509.5,0,63,4560,SPXW240430P04560000,20.21,0,20.4,20.7,0,218
Tue Apr 30 2024,SPXW240430C04565000,0,0,498.6,504.8,0,0,4565,SPXW240430P04565000,18.91,0,20.6,21,0,234
Tue Apr 30 2024,SPXW240430C04570000,489.23,0,493.9,500.1,0,74,4570,SPXW240430P04570000,19.22,0,20.9,21.3,0,88
Tue Apr 30 2024,SPXW240430C04575000,296.07,0,489.3,495.4,0,91,4575,SPXW240430P04575000,19.6,0.25,21.2,21.6,3,1108
Tue Apr 30 2024,SPXW240430C04580000,297.67,0,484.7,490.8,0,9,4580,SPXW240430P04580000,19.6,0,21.5,21.9,0,110
Tue Apr 30 2024,SPXW240430C04585000,0,0,480,486.1,0,0,4585,SPXW240430P04585000,32.63,0,21.8,22.2,0,15
Tue Apr 30 2024,SPXW240430C04590000,273.91,0,475.4,481.5,0,31,4590,SPXW240430P04590000,19.63,-0.52,22.1,22.4,5,10631
Tue Apr 30 2024,SPXW240430C04595000,0,0,471.3,476.8,0,0,4595,SPXW240430P04595000,21.1,0.7,22.4,22.8,12,86
Tue Apr 30 2024,SPXW240430C04600000,440,0,466.6,472.2,0,1092,4600,SPXW240430P04600000,22.25,1.6,22.7,23.1,5,2870
Tue Apr 30 2024,SPXW240430C04605000,0,0,462,467.6,0,0,4605,SPXW240430P04605000,21.65,0.7,23,23.4,12,68
Tue Apr 30 2024,SPXW240430C04610000,368.56,0,457.4,462.9,0,45,4610,SPXW240430P04610000,31.02,0,23.4,23.7,0,89
Tue Apr 30 2024,SPXW240430C04615000,0,0,452.8,458.3,0,0,4615,SPXW240430P04615000,20.55,-1,23.7,24.1,2,1719
Tue Apr 30 2024,SPXW240430C04620000,358.74,0,448.2,453.7,0,26,4620,SPXW240430P04620000,29.6,0,24,24.4,0,57
Tue Apr 30 2024,SPXW240430C04625000,465.71,4.36,443.6,449.1,1,31,4625,SPXW240430P04625000,22.6,0,24.4,24.8,0,156
Tue Apr 30 2024,SPXW240430C04630000,228.6,0,439,444.5,0,34,4630,SPXW240430P04630000,24.51,0,24.7,25.1,0,71
Tue Apr 30 2024,SPXW240430C04635000,456.5,4.35,434.4,439.9,1,1,4635,SPXW240430P04635000,24,0,25,25.5,0,50
Tue Apr 30 2024,SPXW240430C04640000,276.86,0,429.8,435.3,0,4,4640,SPXW240430P04640000,25.51,0,25.4,25.9,0,698
Tue Apr 30 2024,SPXW240430C04645000,0,0,425.3,430.7,0,0,4645,SPXW240430P04645000,24.7,0,25.8,26.3,0,6
Tue Apr 30 2024,SPXW240430C04650000,410.53,0,420.9,426.6,0,389,4650,SPXW240430P04650000,25.6,1.8,26.2,26.5,86,4539
Tue Apr 30 2024,SPXW240430C04655000,317.72,0,416.1,421.6,0,1,4655,SPXW240430P04655000,24.42,0,26.5,27,0,1046
Tue Apr 30 2024,SPXW240430C04660000,251.12,0,411.6,417,0,60,4660,SPXW240430P04660000,26.26,0,26.9,27.4,0,87
Tue Apr 30 2024,SPXW240430C04665000,0,0,407.3,413,0,0,4665,SPXW240430P04665000,28.9,0,27.3,27.8,0,51
Tue Apr 30 2024,SPXW240430C04670000,209.01,0,402.5,407.9,0,15,4670,SPXW240430P04670000,29.57,0,27.7,28.3,0,124
Tue Apr 30 2024,SPXW240430C04675000,252,0,398,403.4,0,114,4675,SPXW240430P04675000,24.25,-1.3,28.2,28.7,8,457
Tue Apr 30 2024,SPXW240430C04680000,415.6,5,393.5,398.8,1,32,4680,SPXW240430P04680000,25.64,0,28.6,29.1,0,448
Tue Apr 30 2024,SPXW240430C04685000,0,0,389,394.3,0,0,4685,SPXW240430P04685000,24.93,-1.42,29,29.5,1,55
Tue Apr 30 2024,SPXW240430C04690000,406.49,5.04,384.8,390.3,1,68,4690,SPXW240430P04690000,25.46,-1.29,29.5,30,14,99
Tue Apr 30 2024,SPXW240430C04695000,0,0,380.4,385.8,0,0,4695,SPXW240430P04695000,36.24,0,29.9,30.4,0,70
Tue Apr 30 2024,SPXW240430C04700000,403.36,10.96,375.9,381.3,100,1440,4700,SPXW240430P04700000,28.55,1,30.4,30.8,313,1362
Tue Apr 30 2024,SPXW240430C04705000,0,0,371.4,376.8,0,0,4705,SPXW240430P04705000,0,0,30.8,31.4,0,0
Tue Apr 30 2024,SPXW240430C04710000,276.73,0,367,372.3,0,41,4710,SPXW240430P04710000,27.66,0,31.3,31.9,0,163
Tue Apr 30 2024,SPXW240430C04715000,312.16,0,362.6,367.9,0,2,4715,SPXW240430P04715000,0,0,31.8,32.4,0,0
Tue Apr 30 2024,SPXW240430C04720000,227.74,0,358.2,363.4,0,59,4720,SPXW240430P04720000,28.44,0,32.3,32.9,0,78
Tue Apr 30 2024,SPXW240430C04725000,323.97,0,353.7,359,0,120,4725,SPXW240430P04725000,32.05,0,32.8,33.4,0,421
Tue Apr 30 2024,SPXW240430C04730000,265.61,0,349.3,354.5,0,205,4730,SPXW240430P04730000,29.37,0,33.4,33.9,0,110
Tue Apr 30 2024,SPXW240430C04735000,0,0,345,350.1,0,0,4735,SPXW240430P04735000,55.91,0,33.9,34.4,0,2
Tue Apr 30 2024,SPXW240430C04740000,176,0,340.6,345.7,0,15,4740,SPXW240430P04740000,30.85,-0.3,34.4,35,13,184
Tue Apr 30 2024,SPXW240430C04745000,225.42,0,336.2,341.3,0,11,4745,SPXW240430P04745000,55.7,0,35,35.5,0,13
Tue Apr 30 2024,SPXW240430C04750000,287.7,0,331.9,336.9,0,810,4750,SPXW240430P04750000,31.85,2.63,35.6,36,7,1448
Tue Apr 30 2024,SPXW240430C04755000,0,0,327.5,332.5,0,0,4755,SPXW240430P04755000,33.3,0,36.1,36.7,0,32
Tue Apr 30 2024,SPXW240430C04760000,192.59,0,323.2,328.2,0,22,4760,SPXW240430P04760000,36.85,0,36.7,37.3,0,185
Tue Apr 30 2024,SPXW240430C04765000,0,0,318.9,323.8,0,0,4765,SPXW240430P04765000,46.27,0,37.3,37.9,0,89
Tue Apr 30 2024,SPXW240430C04770000,226.68,0,314.6,319.5,0,40,4770,SPXW240430P04770000,34,-0.35,38,38.5,30,1580
Tue Apr 30 2024,SPXW240430C04775000,320.27,0,310.3,315.1,0,36,4775,SPXW240430P04775000,33.08,-1.82,38.6,39.2,14,853
Tue Apr 30 2024,SPXW240430C04780000,201.46,0,306,310.8,0,155,4780,SPXW240430P04780000,38.7,0,39.2,39.8,0,367
Tue Apr 30 2024,SPXW240430C04785000,292.61,0,301.8,306.5,0,14,4785,SPXW240430P04785000,36.95,0,39.9,40.5,0,629
Tue Apr 30 2024,SPXW240430C04790000,212.88,0,297.5,302.2,0,123,4790,SPXW240430P04790000,36.46,-0.24,40.6,41.1,3,241
Tue Apr 30 2024,SPXW240430C04795000,208.92,0,293.3,298,0,2,4795,SPXW240430P04795000,36.38,0,41.3,41.8,0,51
Tue Apr 30 2024,SPXW240430C04800000,314.51,11.71,290.9,291.7,107,1628,4800,SPXW240430P04800000,39.2,1.25,42,42.4,54,2838
Tue Apr 30 2024,SPXW240430C04805000,201.83,0,284.9,289.5,0,25,4805,SPXW240430P04805000,38.57,0,42.7,43.2,0,70
Tue Apr 30 2024,SPXW240430C04810000,299.28,3.63,280.7,285.3,3,74,4810,SPXW240430P04810000,52,0,43.4,43.9,0,63
Tue Apr 30 2024,SPXW240430C04815000,198.44,0,276.5,281,0,20,4815,SPXW240430P04815000,39.85,0,44.1,44.7,0,160
Tue Apr 30 2024,SPXW240430C04820000,237.15,0,272.4,276.8,0,52,4820,SPXW240430P04820000,42.26,0,45,45.5,0,191
Tue Apr 30 2024,SPXW240430C04825000,167.14,0,268.2,272.7,0,282,4825,SPXW240430P04825000,39.88,-1.47,45.7,46.3,174,1507
Tue Apr 30 2024,SPXW240430C04830000,180.12,0,264.1,268.5,0,87,4830,SPXW240430P04830000,46.62,0,46.6,47.1,0,1158
Tue Apr 30 2024,SPXW240430C04835000,181.13,0,260,264.4,0,44,4835,SPXW240430P04835000,49.6,0,47.3,47.9,0,1125
Tue Apr 30 2024,SPXW240430C04840000,175.48,0,256,260.3,0,87,4840,SPXW240430P04840000,50.5,0,48.2,48.7,0,188
Tue Apr 30 2024,SPXW240430C04845000,153.58,0,251.9,256.2,0,38,4845,SPXW240430P04845000,43.3,0,49,49.6,0,110
Tue Apr 30 2024,SPXW240430C04850000,265.12,3.12,247.9,252.1,1,252,4850,SPXW240430P04850000,42.34,-2.91,50,50.4,68,474
Tue Apr 30 2024,SPXW240430C04855000,226.7,0,243.8,248,0,87,4855,SPXW240430P04855000,52.82,0,50.9,51.4,0,40
Tue Apr 30 2024,SPXW240430C04860000,204.1,0,239.8,244,0,36,4860,SPXW240430P04860000,45.67,-1.13,51.7,52.3,1,106
Tue Apr 30 2024,SPXW240430C04865000,189.82,0,235.9,240,0,15,4865,SPXW240430P04865000,44.5,-3.2,52.7,53.3,1,160
Tue Apr 30 2024,SPXW240430C04870000,245.7,0,231.9,236,0,134,4870,SPXW240430P04870000,49.99,0,53.6,54.2,0,100
Tue Apr 30 2024,SPXW240430C04875000,182.28,0,228,232,0,89,4875,SPXW240430P04875000,48.35,0,54.6,55.2,0,271
Tue Apr 30 2024,SPXW240430C04880000,237.65,0,224.1,228,0,102,4880,SPXW240430P04880000,46.9,-3.5,55.6,56.2,1,48
Tue Apr 30 2024,SPXW240430C04885000,147.99,0,220.2,224.1,0,3,4885,SPXW240430P04885000,51.23,0,56.6,57.2,0,30
Tue Apr 30 2024,SPXW240430C04890000,178.41,0,216.3,220.2,0,95,4890,SPXW240430P04890000,50.97,-1.38,57.7,58.3,1,90
Tue Apr 30 2024,SPXW240430C04895000,176.58,0,212.6,216.2,0,35,4895,SPXW240430P04895000,52.55,-0.75,58.8,59.4,20,61
Tue Apr 30 2024,SPXW240430C04900000,220.74,0,210,210.8,0,2419,4900,SPXW240430P04900000,55.55,1.15,59.9,60.4,578,3653
Tue Apr 30 2024,SPXW240430C04905000,185.5,0,204.9,208.6,0,16,4905,SPXW240430P04905000,55.7,0,61,61.6,0,33
Tue Apr 30 2024,SPXW240430C04910000,192.23,0,201.1,204.8,0,96,4910,SPXW240430P04910000,52.07,-4.38,62.1,62.8,1,25
Tue Apr 30 2024,SPXW240430C04915000,226.1,16.1,197.4,201,2,22,4915,SPXW240430P04915000,53.34,-4.21,63.3,64,30,91
Tue Apr 30 2024,SPXW240430C04920000,197.91,0,193.7,197.3,0,72,4920,SPXW240430P04920000,68.8,0,64.5,65.2,0,23
Tue Apr 30 2024,SPXW240430C04925000,187.3,0,190,193.5,0,109,4925,SPXW240430P04925000,58.55,0,65.8,66.4,0,163
Tue Apr 30 2024,SPXW240430C04930000,216.5,17.9,186.3,189.9,4,24,4930,SPXW240430P04930000,62.73,1.78,67,67.7,8,40
Tue Apr 30 2024,SPXW240430C04935000,198.75,3.9,182.7,186.2,3,8,4935,SPXW240430P04935000,65.58,0,68.3,69,0,28
Tue Apr 30 2024,SPXW240430C04940000,178,0,180.4,181.2,0,27,4940,SPXW240430P04940000,64.98,1.53,69.6,70.3,47,94
Tue Apr 30 2024,SPXW240430C04945000,191.25,3.8,176.8,177.6,3,17,4945,SPXW240430P04945000,59.92,-4.78,71,71.7,12,37
Tue Apr 30 2024,SPXW240430C04950000,185.94,2.14,173.3,173.9,66,1930,4950,SPXW240430P04950000,68.68,5.78,72.4,73,68,924
Tue Apr 30 2024,SPXW240430C04955000,162.4,0,169.7,170.5,0,151,4955,SPXW240430P04955000,74.4,0,73.8,74.5,0,40
Tue Apr 30 2024,SPXW240430C04960000,180.8,4.2,166.3,167,4,80,4960,SPXW240430P04960000,77.38,0,75.3,75.9,0,26
Tue Apr 30 2024,SPXW240430C04965000,164.94,0,162.8,163.5,0,18,4965,SPXW240430P04965000,79.64,0,76.7,77.4,0,10
Tue Apr 30 2024,SPXW240430C04970000,122.27,0,159.4,160.1,0,95,4970,SPXW240430P04970000,70.95,0,78.2,78.9,0,47
Tue Apr 30 2024,SPXW240430C04975000,152.08,0,156,156.7,0,595,4975,SPXW240430P04975000,81.11,0,79.8,80.5,0,57
Tue Apr 30 2024,SPXW240430C04980000,172.97,10.42,152.6,153.4,40,52,4980,SPXW240430P04980000,73.06,0,81.4,82,0,184
Tue Apr 30 2024,SPXW240430C04985000,160.45,1.35,149.3,150,2,10,4985,SPXW240430P04985000,74.7,0,83,83.7,0,57
Tue Apr 30 2024,SPXW240430C04990000,135.93,0,146,146.7,0,52,4990,SPXW240430P04990000,77.24,0,84.7,85.3,0,179
Tue Apr 30 2024,SPXW240430C04995000,133.3,0,142.7,143.5,0,20,4995,SPXW240430P04995000,77.92,0,86.4,87,0,66
Tue Apr 30 2024,SPXW240430C05000000,151.3,2.2,139.5,140.3,79,736,5000,SPXW240430P05000000,83.5,2.75,88.1,88.7,1,650
Tue Apr 30 2024,SPXW240430C05005000,128.1,0,136.4,137.1,0,76,5005,SPXW240430P05005000,87.08,0,89.9,90.5,0,171
Tue Apr 30 2024,SPXW240430C05010000,144.6,1.95,133.2,134,2,65,5010,SPXW240430P05010000,84.83,0.83,91.7,92.3,2,50
Tue Apr 30 2024,SPXW240430C05015000,141.29,1.94,130.1,130.9,28,32,5015,SPXW240430P05015000,86.6,0.85,93.5,94.2,1,60
Tue Apr 30 2024,SPXW240430C05020000,137,0,127.1,127.8,0,54,5020,SPXW240430P05020000,84.3,-3.2,95.4,96.1,5,86
Tue Apr 30 2024,SPXW240430C05025000,140.6,7.5,124.1,124.8,8,439,5025,SPXW240430P05025000,91.1,1.75,97.3,98,26,127
Tue Apr 30 2024,SPXW240430C05030000,133.3,3.3,121.1,121.8,6,44,5030,SPXW240430P05030000,92.8,1.6,99.3,100,6,131
Tue Apr 30 2024,SPXW240430C05035000,129.48,0,118.2,118.9,0,35,5035,SPXW240430P05035000,90.5,0,101.3,102,0,175
Tue Apr 30 2024,SPXW240430C05040000,108.62,0,115.3,116,0,233,5040,SPXW240430P05040000,90.15,-4.9,103.3,104,2,1210
Tue Apr 30 2024,SPXW240430C05045000,136.5,15.5,112.4,113.1,3,9,5045,SPXW240430P05045000,95.44,0,105.4,106.1,0,108
Tue Apr 30 2024,SPXW240430C05050000,120.1,2.05,109.7,110.3,68,206,5050,SPXW240430P05050000,93.5,-5.6,107.6,108.3,3,233
Tue Apr 30 2024,SPXW240430C05055000,99.7,0,106.9,107.6,0,23,5055,SPXW240430P05055000,101.71,0.61,109.8,110.4,1,66
Tue Apr 30 2024,SPXW240430C05060000,128.13,15.78,104.1,104.8,20,32,5060,SPXW240430P05060000,102.3,-0.9,112,112.7,45,192
Tue Apr 30 2024,SPXW240430C05065000,95.36,0,101.5,102.2,0,11,5065,SPXW240430P05065000,103.25,0,114.2,114.9,0,244
Tue Apr 30 2024,SPXW240430C05070000,107.39,0,98.8,99.5,0,34,5070,SPXW240430P05070000,149.43,0,116.6,117.2,0,43
Tue Apr 30 2024,SPXW240430C05075000,90.95,0,96.3,97,0,143,5075,SPXW240430P05075000,110.6,0.8,118.9,119.6,2,86
Tue Apr 30 2024,SPXW240430C05080000,101.97,0,93.7,94.4,0,89,5080,SPXW240430P05080000,105.91,-6.19,121.3,122,2,60
Tue Apr 30 2024,SPXW240430C05085000,86.1,0,91.2,91.9,0,6,5085,SPXW240430P05085000,118.88,0,123.8,124.5,0,258
Tue Apr 30 2024,SPXW240430C05090000,73.88,0,88.8,89.5,0,208,5090,SPXW240430P05090000,106.5,-10.2,126.2,127,8,61
Tue Apr 30 2024,SPXW240430C05095000,79.2,0,86.4,87.1,0,9,5095,SPXW240430P05095000,133.38,0,128.7,129.5,0,15
Tue Apr 30 2024,SPXW240430C05100000,93.73,2.53,84,84.6,86,1484,5100,SPXW240430P05100000,112,-9.7,131.4,132.1,17,195
Tue Apr 30 2024,SPXW240430C05105000,90.39,0,81.7,82.4,0,36,5105,SPXW240430P05105000,135.7,0,134,134.7,0,2095
Tue Apr 30 2024,SPXW240430C05110000,87.36,0,79.4,80.1,0,81,5110,SPXW240430P05110000,139.6,0,136.6,137.4,0,680
Tue Apr 30 2024,SPXW240430C05115000,94.1,10.1,77.3,77.8,23,9955,5115,SPXW240430P05115000,132.84,0,139.3,140.1,0,62
Tue Apr 30 2024,SPXW240430C05120000,94.63,12.93,75,75.7,3,5,5120,SPXW240430P05120000,140.95,0,142,142.8,0,34
Tue Apr 30 2024,SPXW240430C05125000,85.6,6.15,72.9,73.5,23,3473,5125,SPXW240430P05125000,147.17,0,144.8,145.7,0,76
Tue Apr 30 2024,SPXW240430C05130000,83.33,6.13,70.8,71.5,1,26,5130,SPXW240430P05130000,153.14,0,147.7,148.5,0,51
Tue Apr 30 2024,SPXW240430C05135000,37.9,0,68.7,69.4,0,2,5135,SPXW240430P05135000,190.78,0,150.6,151.4,0,81
Tue Apr 30 2024,SPXW240430C05140000,79.1,6.2,66.7,67.4,28,29,5140,SPXW240430P05140000,206.77,0,153.5,154.3,0,70
Tue Apr 30 2024,SPXW240430C05145000,44.3,0,64.8,65.4,0,1759,5145,SPXW240430P05145000,195.94,0,156.5,157.3,0,40
Tue Apr 30 2024,SPXW240430C05150000,79.27,10.52,62.9,63.4,59,994,5150,SPXW240430P05150000,145.87,-2.73,159.5,160.3,3,125
Tue Apr 30 2024,SPXW240430C05155000,47.5,0,61,61.6,0,2,5155,SPXW240430P05155000,143.45,-8,162.6,163.4,5,34
